Info 0    [17:59:36.943] Starting TS Server
Info 105  [18:03:48.836] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 106  [18:03:48.855] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 31 structureChanged: false structureIsReused:: Completely Elapsed: 18.8468150049448ms
Info 107  [18:03:48.855] Different program with same set of files
Info 108  [18:06:11.050] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 109  [18:06:11.060] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 32 structureChanged: false structureIsReused:: Completely Elapsed: 9.367504999041557ms
Info 110  [18:06:11.060] Different program with same set of files
Info 111  [18:06:13.844] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 112  [18:06:13.860] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false structureIsReused:: Completely Elapsed: 15.583669997751713ms
Info 113  [18:06:13.860] Different program with same set of files
Info 114  [18:06:14.226] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 115  [18:06:14.240] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false structureIsReused:: Completely Elapsed: 14.275713004171848ms
Info 116  [18:06:14.241] Different program with same set of files
Info 117  [18:06:15.956] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 118  [18:06:15.974] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false structureIsReused:: Completely Elapsed: 18.21850899606943ms
Info 119  [18:06:15.975] Different program with same set of files
Info 120  [18:06:16.197] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 121  [18:06:16.223] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false structureIsReused:: Completely Elapsed: 25.620089001953602ms
Info 122  [18:06:16.223] Different program with same set of files
Info 123  [18:06:16.532] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 124  [18:06:16.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false structureIsReused:: Completely Elapsed: 21.24619000405073ms
Info 125  [18:06:16.553] Different program with same set of files
Info 126  [18:06:16.843] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 127  [18:06:16.856] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false structureIsReused:: Completely Elapsed: 13.052862003445625ms
Info 128  [18:06:16.856] Different program with same set of files
Info 129  [18:06:19.162] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 130  [18:06:19.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 14.499602004885674ms
Info 131  [18:06:19.178] Different program with same set of files
Info 132  [18:09:33.159] FileWatcher:: Triggered with /home/master/Desktop/rofi-notes-org/package.json 1:: WatchInfo: /home/master/Desktop/rofi-notes-org/package.json 250 undefined WatchType: package.json file
Info 133  [18:09:33.161] Elapsed:: 1.7418130040168762ms FileWatcher:: Triggered with /home/master/Desktop/rofi-notes-org/package.json 1:: WatchInfo: /home/master/Desktop/rofi-notes-org/package.json 250 undefined WatchType: package.json file
